frame.encap_type,frame.len,frame.number,frame.time,frame.time_delta,frame.time_delta_displayed,frame.time_epoch,frame.time_relative,radiotap.channel.flags.cck,radiotap.channel.flags.ofdm,radiotap.channel.freq,radiotap.dbm_antsignal,radiotap.length,radiotap.present.tsft,radiotap.rxflags,radiotap.timestamp.ts,wlan.duration,wlan.fc.ds,wlan.fc.frag,wlan.fc.order,wlan.fc.moredata,wlan.fc.protected,wlan.fc.pwrmgt,wlan.fc.type,wlan.fc.retry,wlan.fc.subtype,wlan.ra,wlan_radio.duration,wlan_radio.channel,wlan_radio.data_rate,wlan_radio.frequency,wlan_radio.signal_dbm,wlan_radio.phy,Label
23.0,1618.0,1126986.0,Dec 15- 2020 15:26:35.529619000 GTB Standard Time,6e-06,6e-06,1608038796.0,402.625784,0.0,1.0,5180.0,-164,64.0,0-0-0,0x00000000,4209844405.0,48.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:34,111.0,36.0,173.333,5180.0,-56.0,8.0,Malware
23.0,76.0,1379554.0,Dec 13- 2020 21:18:30.391078000 GTB Standard Time,0.000143,0.000143,1607887110.0,412.044054,0.0,1.0,5180.0,-169,56.0,1-0-0,0x00000000,2102578221.0,588.0,0x00000000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0c:9d:92:54:fe:34,28.0,36.0,24.0,5180.0,-56.0,5.0,Normal
23.0,863.0,1380764.0,Dec 10- 2020 22:01:37.047668000 GTB Standard Time,0.000246,0.000246,1607630497.0,524.119426,0.0,0.0,2417.0,-183,56.0,0-0-0,0x00000000,1590601334.0,48.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,0c:9d:92:54:fe:30,124.0,2.0,78.0,2417.0,-60.0,7.0,Krack
23.0,1618.0,3283147.0,Dec 13- 2020 21:24:29.810748000 GTB Standard Time,0.000808,0.000808,1607887470.0,771.463724,0.0,1.0,5180.0,-173,64.0,0-0-0,0x00000000,2461992747.0,69.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:34,111.0,36.0,173.333,5180.0,-56.0,8.0,Botnet
23.0,162.0,1832092.0,Dec 22- 2020 17:44:54.549130000 GTB Standard Time,6.2e-05,6.2e-05,1608651895.0,476.920751,0.0,1.0,5180.0,-116,56.0,0-0-0,0x00000000,3478186503.0,48.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:34,44.0,36.0,173.333,5180.0,-38.0,8.0,SQL_Injection
23.0,1618.0,2296916.0,Dec 15- 2020 15:30:15.698903000 GTB Standard Time,1e-06,1e-06,1608039016.0,622.795068,0.0,1.0,5180.0,-104,64.0,0-0-0,0x00000000,135043215.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,50:3e:aa:e3:1f:be,111.0,36.0,173.333,5180.0,-34.0,8.0,Malware
23.0,88.0,2812216.0,Dec 26- 2020 21:06:19.870480000 GTB Standard Time,1e-06,1e-06,1609009580.0,581.046007,0.0,1.0,5180.0,-180,56.0,1-0-0,0x00000000,47944355.0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0c:9d:92:54:fe:34,32.0,36.0,24.0,5180.0,-62.0,5.0,Normal
23.0,265.0,2147996.0,Dec 22- 2020 17:45:32.591220000 GTB Standard Time,0.000161,0.000161,1608651933.0,514.962841,0.0,1.0,5180.0,-112,64.0,0-0-0,0x00000000,3516228046.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,04:ed:33:e0:24:82,49.0,36.0,173.333,5180.0,-36.0,8.0,SQL_Injection
23.0,158.0,3183608.0,Dec 13- 2020 21:24:13.849612000 GTB Standard Time,0.000118,0.000118,1607887454.0,755.502588,0.0,1.0,5180.0,-94,64.0,0-0-0,0x00000000,2446032511.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,04:ed:33:e0:24:82,44.0,36.0,173.333,5180.0,-29.0,8.0,Botnet
23.0,170.0,1346706.0,Dec 13- 2020 21:18:27.120749000 GTB Standard Time,8.2e-05,8.2e-05,1607887107.0,408.773725,0.0,1.0,5180.0,-96,64.0,0-0-0,0x00000000,2099307899.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,04:ed:33:e0:24:82,44.0,36.0,173.333,5180.0,-30.0,8.0,Botnet
23.0,76.0,1310339.0,Dec 10- 2020 22:00:58.371490000 GTB Standard Time,0.038164,0.038164,1607630458.0,485.443248,0.0,1.0,2417.0,-174,56.0,1-0-0,0x00000000,1551925802.0,4096.0,0x00000000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0c:9d:92:54:fe:30,52.0,2.0,6.0,2417.0,-58.0,6.0,Krack
23.0,1602.0,2348745.0,Dec 15- 2020 23:04:15.658861000 GTB Standard Time,3e-06,3e-06,1608066256.0,593.653223,0.0,1.0,5180.0,-139,64.0,0-0-0,0x00000000,3894130070.0,110.0,0x00000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,a4:08:ea:2a:9a:01,145.0,36.0,117.0,5180.0,-45.0,8.0,Evil_Twin
23.0,162.0,1351579.0,Dec 10- 2020 22:01:16.472061000 GTB Standard Time,1e-06,1e-06,1607630476.0,503.543819,0.0,0.0,2417.0,-177,56.0,0-0-0,0x00000000,1570022291.0,84.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,0c:9d:92:54:fe:30,176.0,2.0,6.5,2417.0,-61.0,7.0,Krack
23.0,154.0,2338991.0,Dec 15- 2020 23:04:14.486114000 GTB Standard Time,3e-06,3e-06,1608066254.0,592.480476,0.0,1.0,5180.0,-154,64.0,0-0-0,0x00000000,3892958071.0,48.0,0x00000001,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:35,44.0,36.0,156.0,5180.0,-48.0,8.0,Evil_Twin
23.0,86.0,2227457.0,Dec 26- 2020 21:04:55.757130000 GTB Standard Time,0.00012,0.00012,1609009496.0,496.932657,0.0,1.0,5180.0,-128,56.0,1-0-0,0x00000000,4258799245.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,88:66:a5:55:a2:d4,64.0,36.0,6.0,5180.0,-40.0,5.0,Kr00k
23.0,86.0,1498728.0,Dec 18- 2020 18:48:37.685977000 GTB Standard Time,0.00069,0.00069,1608310118.0,440.424371,0.0,1.0,5180.0,-146,56.0,1-0-0,0x00000000,2668252783.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0c:9d:92:54:fe:34,64.0,36.0,6.0,5180.0,-50.0,5.0,Disas
23.0,86.0,2491172.0,Dec 26- 2020 21:05:23.946427000 GTB Standard Time,0.000121,0.000121,1609009524.0,525.121954,0.0,1.0,5180.0,-141,56.0,1-0-0,0x00000000,4286988203.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0c:9d:92:54:fe:34,64.0,36.0,6.0,5180.0,-44.0,5.0,Kr00k
23.0,1618.0,2049032.0,Dec 15- 2020 15:29:31.575587000 GTB Standard Time,8e-06,8e-06,1608038972.0,578.671752,0.0,1.0,5180.0,-104,64.0,0-0-0,0x00000000,90917206.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,94:e9:79:82:c5:77,275.0,36.0,52.0,5180.0,-34.0,8.0,Malware
23.0,86.0,2054363.0,Dec 26- 2020 21:04:37.323538000 GTB Standard Time,8.9e-05,8.9e-05,1609009477.0,478.499065,0.0,1.0,5180.0,-111,56.0,1-0-0,0x00000000,4240365868.0,60.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24:f5:a2:ea:86:c3,64.0,36.0,6.0,5180.0,-36.0,5.0,Kr00k
23.0,154.0,2111064.0,Dec 15- 2020 23:03:38.129171000 GTB Standard Time,4.8e-05,4.8e-05,1608066218.0,556.123533,0.0,1.0,5180.0,-176,64.0,0-0-0,0x00000000,3856601593.0,44.0,0x00000001,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,0c:9d:92:54:fe:35,47.0,36.0,104.0,5180.0,-58.0,8.0,Evil_Twin
23.0,1618.0,2194609.0,Dec 15- 2020 15:29:53.285126000 GTB Standard Time,2e-06,2e-06,1608038993.0,600.381291,0.0,1.0,5180.0,-105,64.0,0-0-0,0x00000000,112627056.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,50:3e:aa:e4:01:93,135.0,36.0,130.0,5180.0,-34.0,8.0,Malware
23.0,198.0,1343571.0,Dec 10- 2020 22:01:13.229568000 GTB Standard Time,1e-06,1e-06,1607630473.0,500.301326,0.0,0.0,2417.0,-176,56.0,0-0-0,0x00000000,1566779807.0,84.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,0c:9d:92:54:fe:30,224.0,2.0,6.5,2417.0,-60.0,7.0,Krack
23.0,1602.0,2111537.0,Dec 15- 2020 23:03:38.225490000 GTB Standard Time,2e-06,2e-06,1608066218.0,556.219852,0.0,1.0,5180.0,-136,64.0,0-0-0,0x00000000,3856697137.0,110.0,0x00000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,5a:d5:e5:2e:bb:f2,197.0,36.0,78.0,5180.0,-46.0,8.0,Evil_Twin
23.0,347.0,1304409.0,Dec 10- 2020 22:00:55.451570000 GTB Standard Time,2e-06,2e-06,1607630455.0,482.523328,0.0,0.0,2417.0,-176,56.0,0-0-0,0x00000000,1549002145.0,84.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,0c:9d:92:54:fe:30,408.0,2.0,6.5,2417.0,-58.0,7.0,Krack
23.0,198.0,1323659.0,Dec 10- 2020 22:01:04.595673000 GTB Standard Time,2e-06,2e-06,1607630465.0,491.667431,0.0,0.0,2417.0,-178,56.0,0-0-0,0x00000000,1558146045.0,84.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,0c:9d:92:54:fe:30,224.0,2.0,6.5,2417.0,-60.0,7.0,Krack
23.0,1602.0,2114303.0,Dec 15- 2020 23:03:38.605356000 GTB Standard Time,4e-06,4e-06,1608066219.0,556.599718,0.0,1.0,5180.0,-138,64.0,0-0-0,0x00000000,3857077127.0,110.0,0x00000002,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,5a:d5:e5:2e:bb:f2,355.0,36.0,39.0,5180.0,-46.0,8.0,Evil_Twin
23.0,86.0,1176135.0,Dec 18- 2020 17:50:38.625930000 GTB Standard Time,0.000259,0.000259,1608306639.0,460.14333,0.0,1.0,5180.0,-150,56.0,1-0-0,0x00000000,3484199094.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,94:e9:79:82:c5:77,64.0,36.0,6.0,5180.0,-50.0,5.0,Deauth
23.0,86.0,1884752.0,Dec 18- 2020 18:50:18.867963000 GTB Standard Time,0.000107,0.000107,1608310219.0,541.606357,0.0,1.0,5180.0,-116,56.0,1-0-0,0x00000000,2769433703.0,60.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0c:9d:92:54:fe:30,64.0,36.0,6.0,5180.0,-37.0,5.0,Disas
23.0,86.0,1788462.0,Dec 18- 2020 18:49:46.222350000 GTB Standard Time,0.000113,0.000113,1608310186.0,508.960744,0.0,1.0,5180.0,-115,56.0,1-0-0,0x00000000,2736788453.0,60.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24:f5:a2:ea:86:c3,64.0,36.0,6.0,5180.0,-37.0,5.0,Disas
23.0,263.0,1704806.0,Dec 18- 2020 20:42:20.178128000 GTB Standard Time,0.005406,0.005406,1608316940.0,538.205265,0.0,1.0,5180.0,-120,56.0,1-0-0,0x00000000,900732597.0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,ff:ff:ff:ff:ff:ff,300.0,36.0,6.0,5180.0,-39.0,5.0,RogueAP
23.0,86.0,1897376.0,Dec 18- 2020 18:50:31.384481000 GTB Standard Time,7.9e-05,7.9e-05,1608310231.0,554.122875,0.0,1.0,5180.0,-115,56.0,1-0-0,0x00000000,2781950046.0,60.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24:f5:a2:ea:86:c3,64.0,36.0,6.0,5180.0,-37.0,5.0,Disas
23.0,86.0,2033726.0,Dec 26- 2020 21:04:35.175896000 GTB Standard Time,0.000128,0.000128,1609009475.0,476.351423,0.0,1.0,5180.0,-111,56.0,1-0-0,0x00000000,4238218256.0,60.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24:f5:a2:ea:86:c3,64.0,36.0,6.0,5180.0,-36.0,5.0,Kr00k
23.0,94.0,1258387.0,Dec 18- 2020 19:16:50.907922000 GTB Standard Time,0.00012,0.00012,1608311811.0,458.868662,0.0,1.0,5180.0,-119,56.0,1-0-0,0x00000000,66488435.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0c:9d:92:54:fe:34,76.0,36.0,6.0,5180.0,-38.0,5.0,(Re)Assoc
23.0,86.0,1799053.0,Dec 18- 2020 18:49:47.429995000 GTB Standard Time,0.000126,0.000126,1608310187.0,510.168389,0.0,1.0,5180.0,-157,56.0,1-0-0,0x00000000,2737996081.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,00:c0:ca:a8:26:3e,64.0,36.0,6.0,5180.0,-63.0,5.0,Disas
23.0,88.0,386436.0,Dec 18- 2020 20:37:29.379069000 GTB Standard Time,0.000124,0.000124,1608316649.379069,247.406206,0.0,1.0,5180.0,-58-65-58,56.0,1-0-0,0x00000000,609937121.0,2.0,0x00000000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0c:9d:92:54:fe:34,32.0,36.0,24.0,5180.0,-58.0,5.0,Normal
23.0,170.0,1383925.0,Dec 10- 2020 22:01:39.832992000 GTB Standard Time,0.00034,0.00034,1607630500.0,526.90475,0.0,0.0,2417.0,-154,64.0,0-0-0,0x00000000,1593386518.0,146.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:30,168.0,2.0,6.5,2417.0,-54.0,8.0,Krack
23.0,1602.0,2350528.0,Dec 15- 2020 23:04:15.850932000 GTB Standard Time,6e-06,6e-06,1608066256.0,593.845294,0.0,1.0,5180.0,-141,64.0,0-0-0,0x00000000,3894322141.0,110.0,0x00000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,a4:08:ea:2a:9a:01,145.0,36.0,117.0,5180.0,-46.0,8.0,Evil_Twin
23.0,1602.0,2666915.0,Dec 15- 2020 23:05:07.100653000 GTB Standard Time,0.000793,0.000793,1608066307.0,645.095015,0.0,1.0,5180.0,-146,64.0,0-0-0,0x00000000,3945571283.0,110.0,0x00000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,a4:08:ea:2a:9a:01,145.0,36.0,117.0,5180.0,-48.0,8.0,Evil_Twin
23.0,164.0,2279936.0,Dec 15- 2020 21:36:38.246646000 EET,2e-06,2e-06,1608060998.0,570.093568,0.0,1.0,5180.0,-163,64.0,0-0-0,0x00000000,2931750864.0,48.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:34,45.0,36.0,156.0,5180.0,-54.0,8.0,Website_spoofing
23.0,79.0,1382332.0,Dec 10- 2020 22:01:38.278790000 GTB Standard Time,0.000223,0.000223,1607630498.0,525.350548,0.0,1.0,2417.0,-144,56.0,1-0-0,0x00000000,1591832598.0,244.0,0x00000000,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0c:9d:92:54:fe:30,56.0,2.0,6.0,2417.0,-48.0,6.0,Krack
23.0,170.0,1363215.0,Dec 10- 2020 22:01:25.975308000 GTB Standard Time,4e-06,4e-06,1607630486.0,513.047066,0.0,0.0,2417.0,-179,56.0,0-0-0,0x00000000,1579525323.0,84.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,0c:9d:92:54:fe:30,184.0,2.0,6.5,2417.0,-61.0,7.0,Krack
23.0,1618.0,1198259.0,Dec 15- 2020 15:26:46.083995000 GTB Standard Time,0.000148,0.000148,1608038806.0,413.18016,0.0,1.0,5180.0,-178,64.0,0-0-0,0x00000000,4220398999.0,48.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:34,111.0,36.0,173.333,5180.0,-58.0,8.0,Malware
23.0,86.0,1416669.0,Dec 18- 2020 18:48:20.645958000 GTB Standard Time,0.002097,0.002097,1608310101.0,423.384352,0.0,1.0,5180.0,-143,56.0,1-0-0,0x00000000,2651212972.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0c:9d:92:54:fe:34,64.0,36.0,6.0,5180.0,-46.0,5.0,Disas
23.0,170.0,2323352.0,Dec 22- 2020 17:46:06.062249000 GTB Standard Time,0.000115,0.000115,1608651966.0,548.43387,0.0,1.0,5180.0,-112,64.0,0-0-0,0x00000000,3549698695.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,04:ed:33:e0:24:82,44.0,36.0,173.333,5180.0,-36.0,8.0,SQL_Injection
23.0,1588.0,1847513.0,Dec 22- 2020 17:44:57.565673000 GTB Standard Time,6e-05,6e-05,1608651898.0,479.937294,0.0,1.0,5180.0,-112,64.0,0-0-0,0x00000000,3481202833.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,04:ed:33:e0:24:82,110.0,36.0,173.333,5180.0,-36.0,8.0,SQL_Injection
23.0,164.0,1278958.0,Dec 15- 2020 21:34:45.697865000 EET,0.000118,0.000118,1608060886.0,457.544787,0.0,1.0,5180.0,-105,64.0,0-0-0,0x00000000,2819203742.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,50:3e:aa:e4:01:93,44.0,36.0,173.333,5180.0,-34.0,8.0,Website_spoofing
23.0,164.0,2124650.0,Dec 15- 2020 21:36:23.770279000 EET,2e-06,2e-06,1608060984.0,555.617201,0.0,1.0,5180.0,-163,64.0,0-0-0,0x00000000,2917274605.0,48.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:34,45.0,36.0,156.0,5180.0,-54.0,8.0,Website_spoofing
23.0,150.0,1766274.0,Dec 13- 2020 21:19:39.299322000 GTB Standard Time,7.3e-05,7.3e-05,1607887179.0,480.952298,0.0,1.0,5180.0,-174,56.0,0-0-0,0x00000000,2171485600.0,48.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:34,44.0,36.0,173.333,5180.0,-58.0,8.0,Botnet
23.0,86.0,2478914.0,Dec 26- 2020 21:05:21.621570000 GTB Standard Time,0.000127,0.000127,1609009522.0,522.797097,0.0,1.0,5180.0,-111,56.0,1-0-0,0x00000000,4284663386.0,60.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24:f5:a2:ea:86:c3,64.0,36.0,6.0,5180.0,-36.0,5.0,Kr00k
23.0,167.0,2819575.0,Dec 13- 2020 21:23:18.534759000 GTB Standard Time,7.4e-05,7.4e-05,1607887399.0,700.187735,0.0,1.0,5180.0,-169,56.0,0-0-0,0x00000000,2390718367.0,48.0,0x00000001,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0c:9d:92:54:fe:34,45.0,36.0,173.333,5180.0,-56.0,8.0,Botnet
23.0,1618.0,2032715.0,Dec 15- 2020 15:29:28.278352000 GTB Standard Time,4e-06,4e-06,1608038968.0,575.374517,0.0,1.0,5180.0,-105,64.0,0-0-0,0x00000000,87621497.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,94:e9:79:82:c5:77,275.0,36.0,52.0,5180.0,-34.0,8.0,Malware
23.0,263.0,1637064.0,Dec 18- 2020 20:42:08.402200000 GTB Standard Time,0.001055,0.001055,1608316928.0,526.429337,0.0,1.0,5180.0,-127,56.0,1-0-0,0x00000000,888956821.0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,ff:ff:ff:ff:ff:ff,300.0,36.0,6.0,5180.0,-41.0,5.0,RogueAP
23.0,1618.0,2239382.0,Dec 15- 2020 15:30:04.061387000 GTB Standard Time,8e-06,8e-06,1608039004.0,611.157552,0.0,1.0,5180.0,-104,64.0,0-0-0,0x00000000,123406548.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,50:3e:aa:e4:01:93,146.0,36.0,117.0,5180.0,-34.0,8.0,Malware
23.0,263.0,1474079.0,Dec 18- 2020 20:41:35.736027000 GTB Standard Time,0.000336,0.000336,1608316896.0,493.763164,0.0,1.0,5180.0,-123,56.0,1-0-0,0x00000000,856291003.0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,ff:ff:ff:ff:ff:ff,300.0,36.0,6.0,5180.0,-40.0,5.0,RogueAP
23.0,170.0,1302172.0,Dec 15- 2020 15:27:07.827382000 GTB Standard Time,1e-06,1e-06,1608038828.0,434.923547,0.0,1.0,5180.0,-105,64.0,0-0-0,0x00000000,4242142120.0,48.0,0x00000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,04:ed:33:e0:24:82,44.0,36.0,173.333,5180.0,-34.0,8.0,Malware
23.0,100.0,1184883.0,Dec 18- 2020 19:16:23.942340000 GTB Standard Time,0.033665,0.033665,1608311784.0,431.90308,0.0,1.0,5180.0,-138.0,56.0,1-0-0,0x00000000,39523147.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0c:9d:92:54:fe:34,84.0,36.0,6.0,5180.0,-46.0,5.0,(Re)Assoc
23.0,86.0,2306478.0,Dec 26- 2020 21:05:04.395784000 GTB Standard Time,0.000127,0.000127,1609009504.0,505.571311,0.0,1.0,5180.0,-111,56.0,1-0-0,0x00000000,4267437778.0,60.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24:f5:a2:ea:86:c3,64.0,36.0,6.0,5180.0,-36.0,5.0,Kr00k
23.0,86.0,1839889.0,Dec 18- 2020 18:49:57.443180000 GTB Standard Time,0.00212,0.00212,1608310197.0,520.181574,0.0,1.0,5180.0,-150,56.0,1-0-0,0x00000000,2748009114.0,320.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0c:9d:92:54:fe:34,64.0,36.0,6.0,5180.0,-58.0,5.0,Disas
